
# azimuth[deg], altitude[deg], patchArea, vector.x, vector.y, vector.z, radiance[W/m2]
2.5, 2.5, 0.001210496427050808, 0.043577871, 0.998097349, 0.043619387, 0.2165980831340009
7.5, 2.5, 0.001210496427050808, 0.13040196, 0.990501226, 0.043619387, 0.22209243212815863
12.5, 2.5, 0.001210496427050808, 0.216233611, 0.97536679, 0.043619387, 0.229123632738651
17.5, 2.5, 0.001210496427050808, 0.300419594, 0.952809224, 0.043619387, 0.23792624786989094
22.5, 2.5, 0.001210496427050808, 0.382319203, 0.923000204, 0.043619387, 0.2487631231037119
27.5, 2.5, 0.001210496427050808, 0.461309131, 0.886166595, 0.043619387, 0.261920159241631
32.5, 2.5, 0.001210496427050808, 0.536788218, 0.842588724, 0.043619387, 0.2776923224678972
37.5, 2.5, 0.001210496427050808, 0.608182023, 0.792598244, 0.043619387, 0.296356019993503
42.5, 2.5, 0.001210496427050808, 0.674947195, 0.736575612, 0.043619387, 0.31812173477240807
47.5, 2.5, 0.001210496427050808, 0.736575612, 0.674947195, 0.043619387, 0.3430604091140892
52.5, 2.5, 0.001210496427050808, 0.792598244, 0.608182023, 0.043619387, 0.370999045307129
57.5, 2.5, 0.001210496427050808, 0.842588724, 0.536788218, 0.043619387, 0.4013880390701823
62.5, 2.5, 0.001210496427050808, 0.886166595, 0.461309131, 0.043619387, 0.4331584420310317
67.5, 2.5, 0.001210496427050808, 0.923000204, 0.382319203, 0.043619387, 0.4646138696440145
72.5, 2.5, 0.001210496427050808, 0.952809224, 0.300419594, 0.043619387, 0.4934338390475917
77.5, 2.5, 0.001210496427050808, 0.97536679, 0.216233611, 0.043619387, 0.5168807957313157
82.5, 2.5, 0.001210496427050808, 0.990501226, 0.13040196, 0.043619387, 0.5322616696455935
87.5, 2.5, 0.001210496427050808, 0.998097349, 0.043577871, 0.043619387, 0.5375687386400075
92.5, 2.5, 0.001210496427050808, 0.998097349, -0.043577871, 0.043619387, 0.5320631936239852
97.5, 2.5, 0.001210496427050808, 0.990501226, -0.13040196, 0.043619387, 0.5165110095787347
102.5, 2.5, 0.001210496427050808, 0.97536679, -0.216233611, 0.043619387, 0.4929386131882609
107.5, 2.5, 0.001210496427050808, 0.952809224, -0.300419594, 0.043619387, 0.46404546189439216
112.5, 2.5, 0.001210496427050808, 0.923000204, -0.382319203, 0.043619387, 0.43256479391861
117.5, 2.5, 0.001210496427050808, 0.886166595, -0.461309131, 0.043619387, 0.4008066250640514
122.5, 2.5, 0.001210496427050808, 0.842588724, -0.536788218, 0.043619387, 0.37045522503612754
127.5, 2.5, 0.001210496427050808, 0.792598244, -0.608182023, 0.043619387, 0.3425687020602925
132.5, 2.5, 0.001210496427050808, 0.736575612, -0.674947195, 0.043619387, 0.3176883444276525
137.5, 2.5, 0.001210496427050808, 0.674947195, -0.736575612, 0.043619387, 0.29598148080076975
142.5, 2.5, 0.001210496427050808, 0.608182023, -0.792598244, 0.043619387, 0.2773737225183345
147.5, 2.5, 0.001210496427050808, 0.536788218, -0.842588724, 0.043619387, 0.26165278122915275
152.5, 2.5, 0.001210496427050808, 0.461309131, -0.886166595, 0.043619387, 0.24854154439204093
157.5, 2.5, 0.001210496427050808, 0.382319203, -0.923000204, 0.043619387, 0.23774501331894735
162.5, 2.5, 0.001210496427050808, 0.300419594, -0.952809224, 0.043619387, 0.22897762174878133
167.5, 2.5, 0.001210496427050808, 0.216233611, -0.97536679, 0.043619387, 0.22197702270473882
172.5, 2.5, 0.001210496427050808, 0.13040196, -0.990501226, 0.043619387, 0.2165091906215935
177.5, 2.5, 0.001210496427050808, 0.043577871, -0.998097349, 0.043619387, 0.21236836738160753
182.5, 2.5, 0.001210496427050808, -0.043577871, -0.998097349, 0.043619387, 0.20937426687267913
187.5, 2.5, 0.001210496427050808, -0.13040196, -0.990501226, 0.043619387, 0.20736810702036051
192.5, 2.5, 0.001210496427050808, -0.216233611, -0.97536679, 0.043619387, 0.206208435937481
197.5, 2.5, 0.001210496427050808, -0.300419594, -0.952809224, 0.043619387, 0.20576730833084825
202.5, 2.5, 0.001210496427050808, -0.382319203, -0.923000204, 0.043619387, 0.20592709808034354
207.5, 2.5, 0.001210496427050808, -0.461309131, -0.886166595, 0.043619387, 0.20657806056408115
212.5, 2.5, 0.001210496427050808, -0.536788218, -0.842588724, 0.043619387, 0.20761665204372745
217.5, 2.5, 0.001210496427050808, -0.608182023, -0.792598244, 0.043619387, 0.20894455067059667
222.5, 2.5, 0.001210496427050808, -0.674947195, -0.736575612, 0.043619387, 0.21046828898671985
227.5, 2.5, 0.001210496427050808, -0.736575612, -0.674947195, 0.043619387, 0.21209939091121144
232.5, 2.5, 0.001210496427050808, -0.792598244, -0.608182023, 0.043619387, 0.21375490045262255
237.5, 2.5, 0.001210496427050808, -0.842588724, -0.536788218, 0.043619387, 0.21535819052958746
242.5, 2.5, 0.001210496427050808, -0.886166595, -0.461309131, 0.043619387, 0.2168399456805643
247.5, 2.5, 0.001210496427050808, -0.923000204, -0.382319203, 0.043619387, 0.21813922054481047
252.5, 2.5, 0.001210496427050808, -0.952809224, -0.300419594, 0.043619387, 0.21920448601731482
257.5, 2.5, 0.001210496427050808, -0.97536679, -0.216233611, 0.043619387, 0.21999458670356734
262.5, 2.5, 0.001210496427050808, -0.990501226, -0.13040196, 0.043619387, 0.22047954678690412
267.5, 2.5, 0.001210496427050808, -0.998097349, -0.043577871, 0.043619387, 0.2206411764684478
272.5, 2.5, 0.001210496427050808, -0.998097349, 0.043577871, 0.043619387, 0.22047344670825925
277.5, 2.5, 0.001210496427050808, -0.990501226, 0.13040196, 0.043619387, 0.2199826144089832
282.5, 2.5, 0.001210496427050808, -0.97536679, 0.216233611, 0.043619387, 0.21918709250998178
287.5, 2.5, 0.001210496427050808, -0.952809224, 0.300419594, 0.043619387, 0.21811707073721476
292.5, 2.5, 0.001210496427050808, -0.923000204, 0.382319203, 0.043619387, 0.2168139051164751
297.5, 2.5, 0.001210496427050808, -0.886166595, 0.461309131, 0.043619387, 0.21532930880523826
302.5, 2.5, 0.001210496427050808, -0.842588724, 0.536788218, 0.043619387, 0.2137243923721393
307.5, 2.5, 0.001210496427050808, -0.792598244, 0.608182023, 0.043619387, 0.21206861667779867
312.5, 2.5, 0.001210496427050808, -0.736575612, 0.674947195, 0.043619387, 0.2104387349647973
317.5, 2.5, 0.001210496427050808, -0.674947195, 0.736575612, 0.043619387, 0.2089178124557714
322.5, 2.5, 0.001210496427050808, -0.608182023, 0.792598244, 0.043619387, 0.2075944217469318
327.5, 2.5, 0.001210496427050808, -0.536788218, 0.842588724, 0.043619387, 0.20656212034463695
332.5, 2.5, 0.001210496427050808, -0.461309131, 0.886166595, 0.043619387, 0.20591932202897953
337.5, 2.5, 0.001210496427050808, -0.382319203, 0.923000204, 0.043619387, 0.2057696747699632
342.5, 2.5, 0.001210496427050808, -0.300419594, 0.952809224, 0.043619387, 0.20622305201008373
347.5, 2.5, 0.001210496427050808, -0.216233611, 0.97536679, 0.043619387, 0.20739724698239986
352.5, 2.5, 0.001210496427050808, -0.13040196, 0.990501226, 0.043619387, 0.20942042463221644
357.5, 2.5, 0.001210496427050808, -0.043577871, 0.998097349, 0.043619387, 0.21243432230836393
2.53521, 7.5, 0.001218203308722143, 0.043854924, 0.990474461, 0.130526192, 0.21774070380704844
7.60563, 7.5, 0.001218203308722143, 0.131221549, 0.982722656, 0.130526192, 0.22449055985412775
12.67606, 7.5, 0.001218203308722143, 0.217561187, 0.967279713, 0.130526192, 0.23306927766278215
17.74648, 7.5, 0.001218203308722143, 0.302198113, 0.944266495, 0.130526192, 0.2437982764522112
22.8169, 7.5, 0.001218203308722143, 0.38446993, 0.913863111, 0.130526192, 0.2570511047520213
27.88732, 7.5, 0.001218203308722143, 0.463732748, 0.87630751, 0.130526192, 0.27325199693697305
32.95775, 7.5, 0.001218203308722143, 0.539366228, 0.831893614, 0.130526192, 0.2928638399608521
38.02817, 7.5, 0.001218203308722143, 0.610778437, 0.780969022, 0.130526192, 0.31635803570363213
43.09859, 7.5, 0.001218203308722143, 0.677410476, 0.72393229, 0.130526192, 0.3441555748397778
48.16901, 7.5, 0.001218203308722143, 0.73874086, 0.661229805, 0.130526192, 0.3765255614174801
53.23944, 7.5, 0.001218203308722143, 0.794289595, 0.593352301, 0.130526192, 0.4134265989849157
58.30986, 7.5, 0.001218203308722143, 0.843621937, 0.52083101, 0.130526192, 0.4542828791855091
63.38028, 7.5, 0.001218203308722143, 0.886351793, 0.444233511, 0.130526192, 0.4977098210578
68.4507, 7.5, 0.001218203308722143, 0.922144745, 0.364159282, 0.130526192, 0.5412558795552076
73.52113, 7.5, 0.001218203308722143, 0.950720664, 0.281235012, 0.130526192, 0.5813103958345539
78.59155, 7.5, 0.001218203308722143, 0.971855905, 0.196109698, 0.130526192, 0.6134025301621893
83.66197, 7.5, 0.001218203308722143, 0.985385055, 0.109449559, 0.130526192, 0.6330669354071833
88.73239, 7.5, 0.001218203308722143, 0.991202232, 0.02193283, 0.130526192, 0.6371465828326963
93.80282, 7.5, 0.001218203308722143, 0.989261907, -0.065755554, 0.130526192, 0.6249444805726442
98.87324, 7.5, 0.001218203308722143, 0.979579266, -0.152929312, 0.130526192, 0.5985018909065863
103.94366, 7.5, 0.001218203308722143, 0.96223009, -0.23890619, 0.130526192, 0.5618076395295277
109.01408, 7.5, 0.001218203308722143, 0.937350158, -0.323013304, 0.130526192, 0.5194737765288036
114.08451, 7.5, 0.001218203308722143, 0.90513419, -0.4045924, 0.130526192, 0.47560794288376923
119.15493, 7.5, 0.001218203308722143, 0.865834321, -0.483005013, 0.130526192, 0.4332432567678112
124.22535, 7.5, 0.001218203308722143, 0.819758123, -0.557637456, 0.130526192, 0.39426650274855823
129.29577, 7.5, 0.001218203308722143, 0.767266207, -0.62790563, 0.130526192, 0.35961859774235994
134.3662, 7.5, 0.001218203308722143, 0.708769393, -0.693259591, 0.130526192, 0.3295738608874204
139.43662, 7.5, 0.001218203308722143, 0.644725497, -0.753187856, 0.130526192, 0.30399320063603696
144.50704, 7.5, 0.001218203308722143, 0.57563575, -0.807221405, 0.130526192, 0.2825149724261147
149.57746, 7.5, 0.001218203308722143, 0.502040872, -0.854937352, 0.130526192, 0.26468309151815617
154.64789, 7.5, 0.001218203308722143, 0.424516845, -0.895962255, 0.130526192, 0.25002518042584937
159.71831, 7.5, 0.001218203308722143, 0.343670397, -0.929975038, 0.130526192, 0.23809542859476543
164.78873, 7.5, 0.001218203308722143, 0.260134262, -0.956709506, 0.130526192, 0.22849447146013904
169.85915, 7.5, 0.001218203308722143, 0.174562224, -0.975956425, 0.130526192, 0.22087531994550783
174.92958, 7.5, 0.001218203308722143, 0.087624001, -0.987565161, 0.130526192, 0.21494147539376723
180.0, 7.5, 0.001218203308722143, 0.0, -0.991444861, 0.130526192, 0.21044117438656748
185.07042, 7.5, 0.001218203308722143, -0.087624001, -0.987565161, 0.130526192, 0.20716017917872806
190.14085, 7.5, 0.001218203308722143, -0.174562224, -0.975956425, 0.130526192, 0.20491451507767586
195.21127, 7.5, 0.001218203308722143, -0.260134262, -0.956709506, 0.130526192, 0.20354390742990314
200.28169, 7.5, 0.001218203308722143, -0.343670397, -0.929975038, 0.130526192, 0.20290626912527282
205.35211, 7.5, 0.001218203308722143, -0.424516845, -0.895962255, 0.130526192, 0.2028733487663941
210.42254, 7.5, 0.001218203308722143, -0.502040872, -0.854937352, 0.130526192, 0.20332751109015132
215.49296, 7.5, 0.001218203308722143, -0.57563575, -0.807221405, 0.130526192, 0.2041595460788271
220.56338, 7.5, 0.001218203308722143, -0.644725497, -0.753187856, 0.130526192, 0.20526736653154729
225.6338, 7.5, 0.001218203308722143, -0.708769393, -0.693259591, 0.130526192, 0.20655544002298204
230.70423, 7.5, 0.001218203308722143, -0.767266207, -0.62790563, 0.130526192, 0.2079348005306725
235.77465, 7.5, 0.001218203308722143, -0.819758123, -0.557637456, 0.130526192, 0.20932349179116222
240.84507, 7.5, 0.001218203308722143, -0.865834321, -0.483005013, 0.130526192, 0.21064730529209458
245.91549, 7.5, 0.001218203308722143, -0.90513419, -0.4045924, 0.130526192, 0.21184068887073243
250.98592, 7.5, 0.001218203308722143, -0.937350158, -0.323013304, 0.130526192, 0.21284771625355656
256.05634, 7.5, 0.001218203308722143, -0.96223009, -0.23890619, 0.130526192, 0.213623023189394
261.12676, 7.5, 0.001218203308722143, -0.979579266, -0.152929312, 0.130526192, 0.2141326320175261
266.19718, 7.5, 0.001218203308722143, -0.989261907, -0.065755554, 0.130526192, 0.21435460343453094
271.26761, 7.5, 0.001218203308722143, -0.991202232, 0.02193283, 0.130526192, 0.21427947142533263
276.33803, 7.5, 0.001218203308722143, -0.985385055, 0.109449559, 0.130526192, 0.21391043409212607
281.40845, 7.5, 0.001218203308722143, -0.971855905, 0.196109698, 0.130526192, 0.21326328897608773
286.47887, 7.5, 0.001218203308722143, -0.950720664, 0.281235012, 0.130526192, 0.2123661166981016
291.5493, 7.5, 0.001218203308722143, -0.922144745, 0.364159282, 0.130526192, 0.21125873220827016
296.61972, 7.5, 0.001218203308722143, -0.886351793, 0.444233511, 0.130526192, 0.20999193927184578
301.69014, 7.5, 0.001218203308722143, -0.843621937, 0.52083101, 0.130526192, 0.20862664089576435
306.76056, 7.5, 0.001218203308722143, -0.794289595, 0.593352301, 0.130526192, 0.2072328755405696
311.83099, 7.5, 0.001218203308722143, -0.73874086, 0.661229805, 0.130526192, 0.20588886554796854
316.90141, 7.5, 0.001218203308722143, -0.677410476, 0.72393229, 0.130526192, 0.20468017996981655
321.97183, 7.5, 0.001218203308722143, -0.610778437, 0.780969022, 0.130526192, 0.20369912884084185
327.04225, 7.5, 0.001218203308722143, -0.539366228, 0.831893614, 0.130526192, 0.20304451971717244
332.11268, 7.5, 0.001218203308722143, -0.463732748, 0.87630751, 0.130526192, 0.20282191941086247
337.1831, 7.5, 0.001218203308722143, -0.38446993, 0.913863111, 0.130526192, 0.2031445729546249
342.25352, 7.5, 0.001218203308722143, -0.302198113, 0.944266495, 0.130526192, 0.20413513540918468
347.32394, 7.5, 0.001218203308722143, -0.217561187, 0.967279713, 0.130526192, 0.20592836574442652
352.39437, 7.5, 0.001218203308722143, -0.131221549, 0.982722656, 0.130526192, 0.2086749081884914
357.46479, 7.5, 0.001218203308722143, -0.043854924, 0.990474461, 0.130526192, 0.21254623280816418
2.57143, 12.5, 0.0012167266776512914, 0.043801355, 0.975312942, 0.216439614, 0.20864407637020596
7.71429, 12.5, 0.0012167266776512914, 0.131051401, 0.967460296, 0.216439614, 0.21636461192692208
12.85714, 12.5, 0.0012167266776512914, 0.217246299, 0.951818228, 0.216439614, 0.2261418506676782
18.0, 12.5, 0.0012167266776512914, 0.301692058, 0.928512679, 0.216439614, 0.2383833010903347
23.14286, 12.5, 0.0012167266776512914, 0.383708769, 0.897731293, 0.216439614, 0.2535774536630203
28.28571, 12.5, 0.0012167266776512914, 0.462636083, 0.859721902, 0.216439614, 0.2722997683512583
33.42857, 12.5, 0.0012167266776512914, 0.537838523, 0.814790535, 0.216439614, 0.29520809729260433
38.57143, 12.5, 0.0012167266776512914, 0.608710604, 0.763298955, 0.216439614, 0.3230176851849089
43.71429, 12.5, 0.0012167266776512914, 0.674681705, 0.70566174, 0.216439614, 0.3564399961373532
48.85714, 12.5, 0.0012167266776512914, 0.735220665, 0.642342951, 0.216439614, 0.3960617236809855
54.0, 12.5, 0.0012167266776512914, 0.789840061, 0.573852395, 0.216439614, 0.4421320319957431
59.14286, 12.5, 0.0012167266776512914, 0.83810013, 0.500741517, 0.216439614, 0.494223727130923
64.28571, 12.5, 0.0012167266776512914, 0.879612308, 0.423598962, 0.216439614, 0.5507551045855411
69.42857, 12.5, 0.0012167266776512914, 0.914042366, 0.343045838, 0.216439614, 0.6084396049481425
74.57143, 12.5, 0.0012167266776512914, 0.941113092, 0.25973071, 0.216439614, 0.6619150216992316
79.71429, 12.5, 0.0012167266776512914, 0.960606529, 0.174324383, 0.216439614, 0.7040652780216754
84.85714, 12.5, 0.0012167266776512914, 0.972365726, 0.087514499, 0.216439614, 0.7275961021472667
90.0, 12.5, 0.0012167266776512914, 0.976296007, 0.0, 0.216439614, 0.7277142137181621
95.14286, 12.5, 0.0012167266776512914, 0.972365726, -0.087514499, 0.216439614, 0.7043941708613463
100.28571, 12.5, 0.0012167266776512914, 0.960606529, -0.174324383, 0.216439614, 0.6623913981894959
105.42857, 12.5, 0.0012167266776512914, 0.941113092, -0.25973071, 0.216439614, 0.6089897495485559
110.57143, 12.5, 0.0012167266776512914, 0.914042366, -0.343045838, 0.216439614, 0.5513169180506942
115.71429, 12.5, 0.0012167266776512914, 0.879612308, -0.423598962, 0.216439614, 0.49475534365691043
120.85714, 12.5, 0.0012167266776512914, 0.83810013, -0.500741517, 0.216439614, 0.4426105914554201
126.0, 12.5, 0.0012167266776512914, 0.789840061, -0.573852395, 0.216439614, 0.39647828945677493
131.14286, 12.5, 0.0012167266776512914, 0.735220665, -0.642342951, 0.216439614, 0.3567943364195289
136.28571, 12.5, 0.0012167266776512914, 0.674681705, -0.70566174, 0.216439614, 0.32331428098728676
141.42857, 12.5, 0.0012167266776512914, 0.608710604, -0.763298955, 0.216439614, 0.2954535075249486
146.57143, 12.5, 0.0012167266776512914, 0.537838523, -0.814790535, 0.216439614, 0.2725010616578927
151.71429, 12.5, 0.0012167266776512914, 0.462636083, -0.859721902, 0.216439614, 0.25374136618898946
156.85714, 12.5, 0.0012167266776512914, 0.383708769, -0.897731293, 0.216439614, 0.238515847538057
162.0, 12.5, 0.0012167266776512914, 0.301692058, -0.928512679, 0.216439614, 0.2262481997298981
167.14286, 12.5, 0.0012167266776512914, 0.217246299, -0.951818228, 0.216439614, 0.21644910484644334
172.28571, 12.5, 0.0012167266776512914, 0.131051401, -0.967460296, 0.216439614, 0.20871031472511659
177.42857, 12.5, 0.0012167266776512914, 0.043801355, -0.975312942, 0.216439614, 0.20269400934924062
182.57143, 12.5, 0.0012167266776512914, -0.043801355, -0.975312942, 0.216439614, 0.198120804427037
187.71429, 12.5, 0.0012167266776512914, -0.131051401, -0.967460296, 0.216439614, 0.1947582192346164
192.85714, 12.5, 0.0012167266776512914, -0.217246299, -0.951818228, 0.216439614, 0.1924104857152744
198.0, 12.5, 0.0012167266776512914, -0.301692058, -0.928512679, 0.216439614, 0.1909100425811648
203.14286, 12.5, 0.0012167266776512914, -0.383708769, -0.897731293, 0.216439614, 0.19011075948035908
208.28571, 12.5, 0.0012167266776512914, -0.462636083, -0.859721902, 0.216439614, 0.18988277940260015
213.42857, 12.5, 0.0012167266776512914, -0.537838523, -0.814790535, 0.216439614, 0.19010879298841543
218.57143, 12.5, 0.0012167266776512914, -0.608710604, -0.763298955, 0.216439614, 0.19068153045505773
223.71429, 12.5, 0.0012167266776512914, -0.674681705, -0.70566174, 0.216439614, 0.19150225425542663
228.85714, 12.5, 0.0012167266776512914, -0.735220665, -0.642342951, 0.216439614, 0.19248004607053695
234.0, 12.5, 0.0012167266776512914, -0.789840061, -0.573852395, 0.216439614, 0.19353169841251927
239.14286, 12.5, 0.0012167266776512914, -0.83810013, -0.500741517, 0.216439614, 0.19458204028981266
244.28571, 12.5, 0.0012167266776512914, -0.879612308, -0.423598962, 0.216439614, 0.19556454623058758
249.42857, 12.5, 0.0012167266776512914, -0.914042366, -0.343045838, 0.216439614, 0.19642209770928468
254.57143, 12.5, 0.0012167266776512914, -0.941113092, -0.25973071, 0.216439614, 0.1971077854840007
259.71429, 12.5, 0.0012167266776512914, -0.960606529, -0.174324383, 0.216439614, 0.1975856605927298
264.85714, 12.5, 0.0012167266776512914, -0.972365726, -0.087514499, 0.216439614, 0.19783136085583317
270.0, 12.5, 0.0012167266776512914, -0.976296007, -0.0, 0.216439614, 0.19783255863867116
275.14286, 12.5, 0.0012167266776512914, -0.972365726, 0.087514499, 0.216439614, 0.19758919415675927
280.28571, 12.5, 0.0012167266776512914, -0.960606529, 0.174324383, 0.216439614, 0.1971134766178927
285.42857, 12.5, 0.0012167266776512914, -0.941113092, 0.25973071, 0.216439614, 0.19642965311602606
290.57143, 12.5, 0.0012167266776512914, -0.914042366, 0.343045838, 0.216439614, 0.1955735628098669
295.71429, 12.5, 0.0012167266776512914, -0.879612308, 0.423598962, 0.216439614, 0.19459201192629047
300.85714, 12.5, 0.0012167266776512914, -0.83810013, 0.500741517, 0.216439614, 0.19354202365247591
306.0, 12.5, 0.0012167266776512914, -0.789840061, 0.573852395, 0.216439614, 0.19249003588456345
311.14286, 12.5, 0.0012167266776512914, -0.735220665, 0.642342951, 0.216439614, 0.19151113889864887
316.28571, 12.5, 0.0012167266776512914, -0.674681705, 0.70566174, 0.216439614, 0.19068846424858021
321.42857, 12.5, 0.0012167266776512914, -0.608710604, 0.763298955, 0.216439614, 0.19011285565519773
326.57143, 12.5, 0.0012167266776512914, -0.537838523, 0.814790535, 0.216439614, 0.18988297239801227
331.71429, 12.5, 0.0012167266776512914, -0.462636083, 0.859721902, 0.216439614, 0.190105995566197
336.85714, 12.5, 0.0012167266776512914, -0.383708769, 0.897731293, 0.216439614, 0.19089912671350812
342.0, 12.5, 0.0012167266776512914, -0.301692058, 0.928512679, 0.216439614, 0.1923920851763276
347.14286, 12.5, 0.0012167266776512914, -0.217246299, 0.951818228, 0.216439614, 0.1947308208851426
352.28571, 12.5, 0.0012167266776512914, -0.131051401, 0.967460296, 0.216439614, 0.1980826570775498
357.42857, 12.5, 0.0012167266776512914, -0.043801355, 0.975312942, 0.216439614, 0.20264304969979216
2.6087, 17.5, 0.001205813017726782, 0.043408045, 0.952728589, 0.3007058, 0.19548088893810964
7.82609, 17.5, 0.001205813017726782, 0.129864441, 0.94483398, 0.3007058, 0.20393652858130804
13.04348, 17.5, 0.001205813017726782, 0.21524474, 0.929110179, 0.3007058, 0.21462782350429066
18.26087, 17.5, 0.001205813017726782, 0.298841454, 0.905687478, 0.3007058, 0.22804422025898163
23.47826, 17.5, 0.001205813017726782, 0.379961873, 0.874759966, 0.3007058, 0.24478810480273283
28.69565, 17.5, 0.001205813017726782, 0.457933808, 0.836583917, 0.3007058, 0.26559182950650173
33.91304, 17.5, 0.001205813017726782, 0.532111159, 0.79147567, 0.3007058, 0.29132684782716367
39.13043, 17.5, 0.001205813017726782, 0.60187927, 0.739809007, 0.3007058, 0.3229940705774491
44.34783, 17.5, 0.001205813017726782, 0.666660019, 0.682012053, 0.3007058, 0.36167587514700766
49.56522, 17.5, 0.001205813017726782, 0.725916614, 0.618563733, 0.3007058, 0.4084159752871656
54.78261, 17.5, 0.001205813017726782, 0.779158035, 0.549989798, 0.3007058, 0.46397195524718465
60.0, 17.5, 0.001205813017726782, 0.825943107, 0.476858475, 0.3007058, 0.5283592103486459
65.21739, 17.5, 0.001205813017726782, 0.865884155, 0.399775753, 0.3007058, 0.6000940211052859
70.43478, 17.5, 0.001205813017726782, 0.898650213, 0.319380363, 0.3007058, 0.6751179158368151
75.65217, 17.5, 0.001205813017726782, 0.923969773, 0.236338486, 0.3007058, 0.7457146138731476
80.86957, 17.5, 0.001205813017726782, 0.941633029, 0.151338234, 0.3007058, 0.8004949332047204
86.08696, 17.5, 0.001205813017726782, 0.951493616, 0.065083946, 0.3007058, 0.8272146280567777
91.30435, 17.5, 0.001205813017726782, 0.953469828, -0.021709648, 0.3007058, 0.8186445754207807
96.52174, 17.5, 0.001205813017726782, 0.947545289, -0.108323349, 0.3007058, 0.7771996824153723
101.73913, 17.5, 0.001205813017726782, 0.933769091, -0.194039448, 0.3007058, 0.7133037763257091
106.95652, 17.5, 0.001205813017726782, 0.912255388, -0.278147676, 0.3007058, 0.6393798579849983
112.17391, 17.5, 0.001205813017726782, 0.883182449, -0.359951085, 0.3007058, 0.5652045835677311
