
# azimuth[deg], altitude[deg], patchArea, vector.x, vector.y, vector.z, luminance[cd/m2]
186.6, 0.6, 0.00006980806627785664, -0.114930848, -0.993318298, 0.010471784, 1.5578304849976847
187.8, 0.6, 0.00006980806627785664, -0.135708131, -0.990693517, 0.010471784, 1.558960482719758
189.0, 0.6, 0.00006980806627785664, -0.156425888, -0.987634185, 0.010471784, 1.561149120683092
190.2, 0.6, 0.00006980806627785664, -0.177075031, -0.984141644, 0.010471784, 1.5643691019461052
191.4, 0.6, 0.00006980806627785664, -0.197646503, -0.980217426, 0.010471784, 1.568593163256116
192.6, 0.6, 0.00006980806627785664, -0.21813128, -0.975863252, 0.010471784, 1.573793977961244
193.8, 0.6, 0.00006980806627785664, -0.238520379, -0.971081032, 0.010471784, 1.5799440704281884
195.0, 0.6, 0.00006980806627785664, -0.258804854, -0.965872864, 0.010471784, 1.5870157412204624
196.2, 0.6, 0.00006980806627785664, -0.278975809, -0.960241032, 0.010471784, 1.594981002343107
197.4, 0.6, 0.00006980806627785664, -0.299024396, -0.954188007, 0.010471784, 1.6038115219071027
198.6, 0.6, 0.00006980806627785664, -0.318941821, -0.947716443, 0.010471784, 1.6134785776098772
199.8, 0.6, 0.00006980806627785664, -0.338719347, -0.94082918, 0.010471784, 1.623953018467913
201.0, 0.6, 0.00006980806627785664, -0.3583483, -0.933529238, 0.010471784, 1.6352052342736985
202.2, 0.6, 0.00006980806627785664, -0.37782007, -0.925819819, 0.010471784, 1.6472051322824588
203.4, 0.6, 0.00006980806627785664, -0.397126115, -0.917704305, 0.010471784, 1.6599221206644998
204.6, 0.6, 0.00006980806627785664, -0.416257967, -0.909186255, 0.010471784, 1.67332509828682
205.8, 0.6, 0.00006980806627785664, -0.435207235, -0.900269406, 0.010471784, 1.6873824504131048
207.0, 0.6, 0.00006980806627785664, -0.453965607, -0.89095767, 0.010471784, 1.7020620499345673
208.2, 0.6, 0.00006980806627785664, -0.472524855, -0.88125513, 0.010471784, 1.7173312637654108
209.4, 0.6, 0.00006980806627785664, -0.490876837, -0.871166042, 0.010471784, 1.733156964056279
210.6, 0.6, 0.00006980806627785664, -0.509013505, -0.860694832, 0.010471784, 1.7495055438969551
211.8, 0.6, 0.00006980806627785664, -0.526926902, -0.849846093, 0.010471784, 1.7663429371959984
213.0, 0.6, 0.00006980806627785664, -0.544609172, -0.838624583, 0.010471784, 1.783634642440066
214.2, 0.6, 0.00006980806627785664, -0.562052558, -0.827035225, 0.010471784, 1.8013457500494816
215.4, 0.6, 0.00006980806627785664, -0.57924941, -0.815083102, 0.010471784, 1.8194409730593317
216.6, 0.6, 0.00006980806627785664, -0.596192184, -0.802773456, 0.010471784, 1.837884680867016
217.8, 0.6, 0.00006980806627785664, -0.612873448, -0.790111688, 0.010471784, 1.8566409357979716
219.0, 0.6, 0.00006980806627785664, -0.629285885, -0.77710335, 0.010471784, 1.8756735322511922
220.2, 0.6, 0.00006980806627785664, -0.645422297, -0.763754149, 0.010471784, 1.894946038195342
221.4, 0.6, 0.00006980806627785664, -0.661275605, -0.750069941, 0.010471784, 1.9144218387947802
222.6, 0.6, 0.00006980806627785664, -0.676838856, -0.736056726, 0.010471784, 1.9340641819526807
223.8, 0.6, 0.00006980806627785664, -0.692105223, -0.721720654, 0.010471784, 1.9538362255658133
225.0, 0.6, 0.00006980806627785664, -0.70706801, -0.70706801, 0.010471784, 1.9737010862924074
226.2, 0.6, 0.00006980806627785664, -0.721720654, -0.692105223, 0.010471784, 1.9936218896409816
227.4, 0.6, 0.00006980806627785664, -0.736056726, -0.676838856, 0.010471784, 2.01356182119407
228.6, 0.6, 0.00006980806627785664, -0.750069941, -0.661275605, 0.010471784, 2.033484178786545
229.8, 0.6, 0.00006980806627785664, -0.763754149, -0.645422297, 0.010471784, 2.0533524254636464
231.0, 0.6, 0.00006980806627785664, -0.77710335, -0.629285885, 0.010471784, 2.0731302430490626
232.2, 0.6, 0.00006980806627785664, -0.790111688, -0.612873448, 0.010471784, 2.092781586158364
233.4, 0.6, 0.00006980806627785664, -0.802773456, -0.596192184, 0.010471784, 2.1122707364978957
234.6, 0.6, 0.00006980806627785664, -0.815083102, -0.57924941, 0.010471784, 2.1315623572938938
235.8, 0.6, 0.00006980806627785664, -0.827035225, -0.562052558, 0.010471784, 2.150621547701082
237.0, 0.6, 0.00006980806627785664, -0.838624583, -0.544609172, 0.010471784, 2.169413897044477
238.2, 0.6, 0.00006980806627785664, -0.849846093, -0.526926902, 0.010471784, 2.1879055387523985
239.4, 0.6, 0.00006980806627785664, -0.860694832, -0.509013505, 0.010471784, 2.2060632038430645
240.6, 0.6, 0.00006980806627785664, -0.871166042, -0.490876837, 0.010471784, 2.223854273831339
241.8, 0.6, 0.00006980806627785664, -0.88125513, -0.472524855, 0.010471784, 2.2412468329264863
243.0, 0.6, 0.00006980806627785664, -0.89095767, -0.453965607, 0.010471784, 2.258209719396074
244.2, 0.6, 0.00006980806627785664, -0.900269406, -0.435207235, 0.010471784, 2.274712575975443
245.4, 0.6, 0.00006980806627785664, -0.909186255, -0.416257967, 0.010471784, 2.2907258992065973
